budget,genres,homepage,id,keywords,original_language,original_title,overview,viewercount,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_count,vote_average
50000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}]",,11451,"[{""id"": 830, ""name"": ""car race""}, {""id"": 6067, ""name"": ""victory""}, {""id"": 33885, ""name"": ""car""}, {""id"": 161630, ""name"": ""nascar""}, {""id"": 187056, ""name"": ""woman director""}]",en,Herbie Fully Loaded,"Maggie Peyton, the new owner of Number 53 - the free-wheelin' Volkswagen bug with a mind of its own - puts the car through its paces on the road to becoming a NASCAR competitor.",12.050755,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Robert Simonds Productions"", ""id"": 3929}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/22/2005,66002004,101,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Start your engines...,Herbie Fully Loaded,542,5.1
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",,19803,"[{""id"": 6149, ""name"": ""police""}, {""id"": 6270, ""name"": ""high school""}, {""id"": 11199, ""name"": ""undercover cop""}]",en,Underclassman,A young detective goes undercover at an elite private school to destroy an international stolen car ring.,2.083856,"[{""name"": ""Miramax Films"", ""id"": 14}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/2/2005,0,95,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Underclassman,28,5.5
56000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",http://www.brokencitymovie.com/,98357,"[{""id"": 1919, ""name"": ""mayor""}, {""id"": 5340, ""name"": ""investigation""}, {""id"": 6078, ""name"": ""politics""}, {""id"": 8440, ""name"": ""ex-cop""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 10476, ""name"": ""double crossed""}, {""id"": 155790, ""name"": ""private detective""}]",en,Broken City,"In a broken city rife with injustice, ex-cop Billy Taggart seeks redemption and revenge after being double-crossed and then framed by its most powerful figure, the mayor. Billy's relentless pursuit of justice, matched only by his streetwise toughness, makes him an unstoppable force - and the mayor's worst nightmare.",29.490057,"[{""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Inferno International"", ""id"": 7415}, {""name"": ""1984 Private Defense Contractors"", ""id"": 8532}, {""name"": ""Closest to the Hole Productions"", ""id"": 8537}, {""name"": ""New Regency Pictures"", ""id"": 10104}, {""name"": ""Emmett/Furla Films"", ""id"": 10405}, {""name"": ""Envision Entertainment Corporation"", ""id"": 11030}, {""name"": ""Black Bear Pictures"", ""id"": 22146}, {""name"": ""Leverage Communications"", ""id"": 25790}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1/18/2013,19701164,109,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Proof Can Be a Powerful Weapon.,Broken City,593,5.7
20000000,"[{""id"": 18, ""name"": ""Drama""}]",,184341,[],en,Hands of Stone,The legendary Roberto Duran and his equally legendary trainer Ray Arcel change each other's lives.,7.444189,"[{""name"": ""Weinstein Company, The"", ""id"": 7289}, {""name"": ""La Piedra Films"", ""id"": 52064}, {""name"": ""Fuego Films"", ""id"": 52065}, {""name"": ""Epicentral Studios"", ""id"": 52066}]","[{""iso_3166_1"": ""PA"", ""name"": ""Panama""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/26/2016,0,105,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,No más. No surrender.,Hands of Stone,109,6.1
6000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",,25066,"[{""id"": 378, ""name"": ""prison""}, {""id"": 516, ""name"": ""child abuse""}, {""id"": 529, ""name"": ""ku klux klan""}, {""id"": 796, ""name"": ""police brutality""}, {""id"": 2394, ""name"": ""ghetto""}, {""id"": 9706, ""name"": ""anthology""}, {""id"": 9707, ""name"": ""evil doll""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10700, ""name"": ""hood""}, {""id"": 11719, ""name"": ""dirty cop""}, {""id"": 160322, ""name"": ""funeral home""}]",en,Tales from the Hood,A strange funeral director tells four strange tales of horror with an African American focus to three drug dealers he traps in his place of business.,3.89204,"[{""name"": ""40 Acres & A Mule Filmworks"", ""id"": 4319}, {""name"": ""Savoy Pictures"", ""id"": 11308}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",5/24/1995,12000000,98,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Chill or be Chilled,Tales from the Hood,32,5.4
175000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]",,64686,"[{""id"": 233, ""name"": ""japan""}, {""id"": 236, ""name"": ""suicide""}, {""id"": 1462, ""name"": ""samurai""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 18098, ""name"": ""samurai sword""}, {""id"": 155198, ""name"": ""ronin""}, {""id"": 155242, ""name"": ""shogun""}, {""id"": 183528, ""name"": ""half breed""}, {""id"": 209714, ""name"": ""3d""}]",en,47 Ronin,"Based on the original 1941 movie from Japan, and from ancient Japan’s most enduring tale, the epic 3D fantasy-adventure 47 Ronin is born.  Keanu Reeves leads the cast as Kai, an outcast who joins Oishi (Hiroyuki Sanada), the leader of the 47 outcast samurai.  Together they seek vengeance upon the treacherous overlord who killed their master and banished their kind.  To restore honor to their homeland, the warriors embark upon a quest that challenges them with a series of trials that would destroy ordinary warriors.",41.796339,"[{""name"": ""Mid Atlantic Films"", ""id"": 2735}, {""name"": ""Stuber Productions"", ""id"": 4403}, {""name"": ""Universal"", ""id"": 6292}, {""name"": ""Moving Picture Company (MPC)"", ""id"": 20478}, {""name"": ""H2F Entertainment"", ""id"": 20851}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/6/2013,150962475,119,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}]",Released,For courage. For loyalty. For honor.,47 Ronin,1326,5.9
15000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",,31668,"[{""id"": 108, ""name"": ""transvestism""}, {""id"": 1956, ""name"": ""world war ii""}]",en,All The Queen's Men,"A mismatched team of British Special Services agents led by an American must infiltrate, in disguise, a female-run Enigma factory in Berlin and bring back the decoding device that will end the war.",1.833058,[],"[{""iso_3166_1"": ""AT"", ""name"": ""Austria""}, {""iso_3166_1"": ""HU"", ""name"": ""Hungary""}]",10/14/2001,23000,99,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,,All The Queen's Men,7,6.1
5000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",,192141,"[{""id"": 612, ""name"": ""hotel""}, {""id"": 2020, ""name"": ""revolution""}, {""id"": 4776, ""name"": ""race against time""}, {""id"": 5721, ""name"": ""engineer""}, {""id"": 9610, ""name"": ""coup""}, {""id"": 10349, ""name"": ""survival""}, {""id"": 11196, ""name"": ""rebellion""}, {""id"": 13129, ""name"": ""execution""}, {""id"": 14638, ""name"": ""american""}, {""id"": 18035, ""name"": ""family""}, {""id"": 34061, ""name"": ""american abroad""}, {""id"": 185815, ""name"": ""u.s. embassy""}, {""id"": 197619, ""name"": ""foreign""}]",en,No Escape,"In their new overseas home, an American family soon finds themselves caught in the middle of a coup, and they frantically look for a safe escape in an environment where foreigners are being immediately executed.",38.006982,"[{""name"": ""Bold Films"", ""id"": 2266}, {""name"": ""Living Films"", ""id"": 2877}, {""name"": ""Brothers Dowdle Productions"", ""id"": 66930}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/26/2015,54418872,103,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""th"", ""name"": ""\u0e20\u0e32\u0e29\u0e32\u0e44\u0e17\u0e22""}]",Released,No rescue. No refuge.,No Escape,777,6.7
105000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",https://www.facebook.com/PointBreakMovie,257088,"[{""id"": 1568, ""name"": ""undercover""}, {""id"": 4654, ""name"": ""undercover agent""}, {""id"": 12189, ""name"": ""extreme sports""}, {""id"": 18525, ""name"": ""fbi agent""}, {""id"": 209714, ""name"": ""3d""}]",en,Point Break,"A young undercover FBI agent infiltrates a gang of thieves who share a common interest in extreme sports. A remake of the 1991 film, ""Point Break"".",33.507289,"[{""name"": ""Studio Babelsberg"", ""id"": 264}, {""name"": ""Alcon Entertainment"", ""id"": 1088}, {""name"": ""DMG Entertainment"", ""id"": 10289}, {""name"": ""Ehman Productions"", ""id"": 70993}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""CN"", ""name"": ""China""}]",12/3/2015,133718711,114,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The only law that matters is gravity,Point Break,783,5.5
19100000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 10752, ""name"": ""War""}]",,62630,"[{""id"": 3998, ""name"": ""palace""}, {""id"": 13068, ""name"": ""impostor""}, {""id"": 15078, ""name"": ""pervertion""}]",en,The Devil's Double,A chilling vision of the House of Saddam Hussein comes to life through the eyes of the man who was forced to become the double of Hussein's sadistic son.,10.559414,"[{""name"": ""Corrino Media Corporation"", ""id"": 7178}, {""name"": ""Corsan"", ""id"": 7299}, {""name"": ""Staccato Films"", ""id"": 7300}]","[{""iso_3166_1"": ""NL"", ""name"": ""Netherlands""}, {""iso_3166_1"": ""BE"", ""name"": ""Belgium""}]",2/11/2011,5728213,109,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"The 80's were brilliant, if you were in charge.",The Devil's Double,208,6.5
35000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",http://www.sonypictures.com/movies/thewalk/,285783,"[{""id"": 1228, ""name"": ""1970s""}, {""id"": 1418, ""name"": ""skyscraper""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 156770, ""name"": ""tightrope""}, {""id"": 159334, ""name"": ""planning""}, {""id"": 161306, ""name"": ""world trade center""}]",en,The Walk,The story of French high-wire artist Philippe Petit's attempt to cross the Twin Towers of the World Trade Center in 1974.,37.335721,"[{""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Sony Pictures Entertainment"", ""id"": 5752}, {""name"": ""ImageMovers"", ""id"": 11395}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/30/2015,61181942,123,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Dream High.,The Walk,1121,6.9
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 37, ""name"": ""Western""}]",,44853,[],en,The Claim,"A prospector sells his wife and daughter to another gold miner for the rights to a gold mine. Twenty years later, the prospector is a wealthy man who owns much of the old west town named Kingdom Come. But changes are brewing and his past is coming back to haunt him. A surveyor and his crew scouts the town as a location for a new railroad line and a young woman suddenly appears in the town and is evidently the man's daughter.",2.996284,"[{""name"": ""Revolution Films"", ""id"": 163}, {""name"": ""Arts Council of England"", ""id"": 718}, {""name"": ""Alliance Atlantis Communications"", ""id"": 803}, {""name"": ""Path\u00e9 Pictures International"", ""id"": 1178}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""British Broadcasting Corporation (BBC)"", ""id"": 15278}, {""name"": ""Grosvenor Park Productions"", ""id"": 17449}, {""name"": ""DB Entertainment"", ""id"": 18335}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",12/29/2000,0,120,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Everything has a price.,The Claim,17,5.6
5000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",,16148,"[{""id"": 703, ""name"": ""detective""}, {""id"": 1936, ""name"": ""blackmail""}, {""id"": 10183, ""name"": ""independent film""}]",en,Zero Effect,"Daryl Zero is a private investigator. Along with his assistant, Steve Arlo he solves impossible crimes and puzzles. Though a master investigator, when he is not working, Zero doesn't know what to do with himself. He has no social skills, writes bad music, and drives Arlo crazy. In his latest case, Zero must find out who is blackmailing a rich executive, and when his client won't tell him, why.",2.732031,"[{""name"": ""Castle Rock Entertainment"", ""id"": 97}, {""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Manifest Film Company"", ""id"": 20719}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1/30/1998,1980338,116,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The world's most private detective.,Zero Effect,55,6
24000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",,168,"[{""id"": 83, ""name"": ""saving the world""}, {""id"": 582, ""name"": ""san francisco""}, {""id"": 665, ""name"": ""uss enterprise-a""}, {""id"": 4379, ""name"": ""time travel""}, {""id"": 4676, ""name"": ""whale""}, {""id"": 5359, ""name"": ""marine biologist""}, {""id"": 155212, ""name"": ""vulcan""}, {""id"": 161176, ""name"": ""space opera""}]",en,Star Trek IV: The Voyage Home,"Fugitives of the Federation for their daring rescue of Spock from the doomed Genesis Planet, Admiral Kirk (William Shatner) and his crew begin their journey home to face justice for their actions. But as they near Earth, they find it at the mercy of a mysterious alien presence whose signals are slowly destroying the planet. In a desperate attempt to answer the call of the probe, Kirk and his crew race back to the late twentieth century. However they soon find the world they once knew to be more alien than anything they've encountered in the far reaches of the galaxy!",22.258428,"[{""name"": ""Paramount Pictures"", ""id"": 4}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/25/1986,133000000,119,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fi"", ""name"": ""suomi""}]",Released,The key to saving the future can only be found in the past.,Star Trek IV: The Voyage Home,477,6.9
270000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",http://www.superman.com,1452,"[{""id"": 83, ""name"": ""saving the world""}, {""id"": 849, ""name"": ""dc comics""}, {""id"": 8872, ""name"": ""invulnerability""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 9717, ""name"": ""based on comic book""}, {""id"": 163420, ""name"": ""kryptonite""}, {""id"": 163455, ""name"": ""super powers""}, {""id"": 179102, ""name"": ""superhuman strength""}, {""id"": 202526, ""name"": ""lex luthor""}]",en,Superman Returns,"Superman returns to discover his 5-year absence has allowed Lex Luthor to walk free, and that those he was closest too felt abandoned and have moved on. Luthor plots his ultimate revenge that could see millions killed and change the face of the planet forever, as well as ridding himself of the Man of Steel.",57.925623,"[{""name"": ""DC Comics"", ""id"": 429}, {""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Bad Hat Harry Productions"", ""id"": 9168}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/28/2006,391081192,154,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,,Superman Returns,1400,5.4
8000000,"[{""id"": 35, ""name"": ""Comedy""}]",http://www.extract-the-movie.com/,12569,"[{""id"": 1326, ""name"": ""infidelity""}, {""id"": 3202, ""name"": ""con man""}, {""id"": 9727, ""name"": ""thief""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 12094, ""name"": ""business""}, {""id"": 163919, ""name"": ""manufacturing""}, {""id"": 163925, ""name"": ""industrial accident""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 189361, ""name"": ""sexless marriage""}, {""id"": 209222, ""name"": ""misfortune""}]",en,Extract,"The owner of a factory that produces flavor extracts, Joel Reynold seems to have it all, but really doesn't. What's missing is sexual attention from his wife, Suzie. Joel hatches a convoluted plan to get Suzie to cheat on him, thereby clearing the way for Joel to have an affair with Cindy, an employee. But what Joel doesn't know is that Cindy is a sociopathic con artist, and a freak workplace accident clears the way for her to ruin Joel forever.",14.652342,"[{""name"": ""Miramax Films"", ""id"": 14}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/3/2009,10848783,92,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Sticking it to the man has never looked so good.,Extract,192,5.7
19000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",,274,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 6259, ""name"": ""psychopath""}, {""id"": 8087, ""name"": ""horror""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 10714, ""name"": ""serial killer""}, {""id"": 12565, ""name"": ""psychological thriller""}, {""id"": 14895, ""name"": ""cannibal""}, {""id"": 18525, ""name"": ""fbi agent""}, {""id"": 33872, ""name"": ""animal in cast credits""}, {""id"": 208048, ""name"": ""cannibalism""}]",en,The Silence of the Lambs,"FBI trainee, Clarice Starling ventures into a maximum-security asylum to pick the diseased brain of Hannibal Lecter, a psychiatrist turned homicidal cannibal. Starling needs clues to help her capture a serial killer. but her Faustian relationship with Lecter soon leads to his escape, and now two deranged killers are on the loose.",18.174804,"[{""name"": ""Orion Pictures"", ""id"": 41}, {""name"": ""Strong Heart/Demme Production"", ""id"": 55072}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2/1/1991,272742922,119,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,To enter the mind of a killer she must challenge the mind of a madman.,The Silence of the Lambs,4443,8.1
50000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",,241554,"[{""id"": 2708, ""name"": ""hitman""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10562, ""name"": ""on the run""}, {""id"": 11578, ""name"": ""mobster""}]",en,Run All Night,"Brooklyn mobster and prolific hit man Jimmy Conlon has seen better days. Longtime best friend of a mob boss, Jimmy is haunted by the sins of his past—as well as a dogged police detective who’s been one step behind Jimmy for 30 years. But when Jimmy’s estranged son becomes a target, Jimmy must make a choice between the crime family he chose and the real family he abandoned long ago. Now, with nowhere safe to turn, Jimmy has just one night to figure out exactly where his loyalties lie and to see if he can finally make things right.",74.64653,"[{""name"": ""Vertigo Entertainment"", ""id"": 829}, {""name"": ""Energy Entertainment"", ""id"": 18617}, {""name"": ""RatPac-Dune Entertainment"", ""id"": 41624}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/11/2015,71561644,114,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,No sin goes unpunished,Run All Night,1148,6.3
50000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",,10782,"[{""id"": 1803, ""name"": ""drug addiction""}, {""id"": 4406, ""name"": ""military court""}, {""id"": 4596, ""name"": ""panama""}, {""id"": 5947, ""name"": ""military service""}, {""id"": 6148, ""name"": ""court""}, {""id"": 6174, ""name"": ""ranger""}, {""id"": 8681, ""name"": ""supreme court""}, {""id"": 8713, ""name"": ""lager""}, {""id"": 229211, ""name"": ""military crime""}]",en,Basic,A DEA agent investigates the disappearance of a legendary Army ranger drill sergeant and several of his cadets during a training exercise gone severely awry.,19.226763,"[{""name"": ""Intermedia Films"", ""id"": 763}, {""name"": ""Krane Entertainment"", ""id"": 25358}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",4/18/2003,42792561,98,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Deception is their most deadly weapon.,Basic,286,6.2
7000000,"[{""id"": 35, ""name"": ""Comedy""}]",http://www.theextramanmovie.com/,47088,"[{""id"": 10183, ""name"": ""independent film""}, {""id"": 187056, ""name"": ""woman director""}]",en,The Extra Man,"THE EXTRA MAN is a sophisticated and moving comedy from filmmakers Shari Springer Berman and Robert Pulcini. THE EXTRA MAN follows Louis Ives (Paul Dano), a lonely dreamer who fancies himself the hero of an F. Scott Fitzgerald novel. When a deeply embarrassing incident forces him to leave his job at an exclusive Princeton prep school, Louis heads to New York City to make a fresh start. He quickly finds a 9 to 5 job at an environmental magazine, where he encounters an entrancing, green-obsessed co-worker Mary (Katie Holmes).",2.26778,"[{""name"": ""Wild Bunch"", ""id"": 856}, {""name"": ""Likely Story"", ""id"": 1785}, {""name"": ""Tax Credit Finance"", ""id"": 3782}, {""name"": ""3 Arts Entertainment"", ""id"": 36390}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/1/2010,453079,108,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"They're not gigolos, they're gentlemen.",The Extra Man,29,5.9
6500000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 12, ""name"": ""Adventure""}]",http://www.trackerthemovie.com/,62255,[],en,Tracker,"An ex-Boer war guerrilla in New Zealand is sent out to bring back a Maori accused of killing a British soldier. Gradually they grow to know and respect one another but a posse, led by the British Commanding officer is close behind and his sole intention is to see the Maori hang. Written by Filmfinders 1903. A guerilla fighter from the South African Boer war called Arjan (Winstone) takes on a manhunt for Maori seaman Kereama (Morrison), who is accused of murdering a British soldier. What follows is a cat and mouse pursuit through the varied landscape of NZ with both hunter and huntee testing their bushcraft and wits against that of the other. Written by Anonymous",2.074295,"[{""name"": ""T.H.E. Films"", ""id"": 668}, {""name"": ""Phoenix Wiley"", ""id"": 7316}, {""name"": ""Eden Films"", ""id"": 18083}]","[{""iso_3166_1"": ""NZ"", ""name"": ""New Zealand""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",5/20/2010,0,102,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Tracker,16,6
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",,20322,"[{""id"": 10183, ""name"": ""independent film""}, {""id"": 187901, ""name"": ""track and field""}, {""id"": 187903, ""name"": ""gangster rap""}]",en,The Brothers,"This is the story of four African-American ""yuppies"" (a banker, a doctor, a lawyer, and a ""playboy"") who call themselves ""The Brothers"". When the playboy gets engaged, the other three friends find themselves having to come to terms with their own issues of commitment and honesty...",3.029944,[],"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/23/2001,0,106,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,The Brothers,10,6.5
60000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",http://www.theterminal-themovie.com/,594,"[{""id"": 242, ""name"": ""new york""}, {""id"": 822, ""name"": ""airport""}, {""id"": 1459, ""name"": ""marriage proposal""}, {""id"": 1638, ""name"": ""translation""}, {""id"": 1846, ""name"": ""craftsman""}, {""id"": 2080, ""name"": ""stewardess""}, {""id"": 2173, ""name"": ""illegal immigration""}, {""id"": 2568, ""name"": ""language barrier""}, {""id"": 3013, ""name"": ""jfk international airport""}, {""id"": 3014, ""name"": ""immigration law""}, {""id"": 3015, ""name"": ""fast food restaurant""}, {""id"": 3016, ""name"": ""security camera""}, {""id"": 3017, ""name"": ""jazz musician""}, {""id"": 3018, ""name"": ""saxophonist""}, {""id"": 3019, ""name"": ""autograph""}, {""id"": 3022, ""name"": ""passport""}, {""id"": 3023, ""name"": ""eastern europe""}, {""id"": 6054, ""name"": ""friendship""}]",en,The Terminal,"Viktor Navorski is a man without a country; his plane took off just as a coup d'etat exploded in his homeland, leaving it in shambles, and now he's stranded at Kennedy Airport, where he's holding a passport that nobody recognizes. While quarantined in the transit lounge until authorities can figure out what to do with him, Viktor simply goes on living – and courts romance with a beautiful flight attendant.",57.753914,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Parkes/MacDonald Productions"", ""id"": 11084}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/17/2004,219417255,128,"[{""iso_639_1"": ""bg"", ""name"": ""\u0431\u044a\u043b\u0433\u0430\u0440\u0441\u043a\u0438 \u0435\u0437\u0438\u043a""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Life is waiting.,The Terminal,1910,7
45000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",http://www.sonypictures.com/movies/residentevilextinction/index.html,7737,"[{""id"": 402, ""name"": ""clone""}, {""id"": 1852, ""name"": ""mutant""}, {""id"": 4458, ""name"": ""post-apocalyptic""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 10410, ""name"": ""conspiracy""}, {""id"": 11738, ""name"": ""evil corporation""}, {""id"": 12377, ""name"": ""zombie""}, {""id"": 41645, ""name"": ""based on video game""}]",en,Resident Evil: Extinction,"Years after the Racoon City catastrophe, survivors travel across the Nevada desert, hoping to make it to Alaska. Alice joins the caravan and their fight against hordes of zombies and the evil Umbrella Corp.",12.06538,"[{""name"": ""Impact Pictures"", ""id"": 248}, {""name"": ""Davis-Films"", ""id"": 342}, {""name"": ""Constantin Film Produktion"", ""id"": 5755}, {""name"": ""Resident Evil Productions"", ""id"": 58249}]","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/20/2007,148412065,94,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Extinction Is Coming...,Resident Evil: Extinction,1292,6.1
